PERMNO,DATE,RET,YEAR
10177,10/14/1987,0.000000,1987
10177,10/15/1987,0.000000,1987
10177,10/16/1987,0.000000,1987
10177,10/19/1987,-0.058824,1987
10177,10/20/1987,0.000000,1987
10177,10/21/1987,0.000000,1987
10177,10/22/1987,-0.187500,1987
10177,10/23/1987,-0.076923,1987
10177,10/26/1987,0.041667,1987
10177,10/27/1987,-0.120000,1987
10177,10/28/1987,-0.090909,1987
10177,10/29/1987,0.050000,1987
10177,10/30/1987,0.142857,1987
10177,11/02/1987,-0.250000,1987
10177,11/03/1987,0.055556,1987
10177,11/04/1987,0.157895,1987
10177,11/05/1987,-0.045455,1987
10177,11/06/1987,0.000000,1987
10177,11/09/1987,0.095238,1987
10177,11/10/1987,-0.130435,1987
10177,11/11/1987,0.150000,1987
10177,11/12/1987,-0.130435,1987
10177,11/13/1987,0.150000,1987
10177,11/16/1987,0.000000,1987
10177,11/17/1987,0.000000,1987
10177,11/18/1987,0.000000,1987
10177,11/19/1987,0.000000,1987
10177,11/20/1987,-0.086957,1987
10177,11/23/1987,0.047619,1987
10177,11/24/1987,-0.090909,1987
10177,11/25/1987,0.100000,1987
10177,11/27/1987,-0.090909,1987
10177,11/30/1987,0.000000,1987
10177,12/01/1987,0.050000,1987
10177,12/02/1987,0.000000,1987
10177,12/03/1987,-0.047619,1987
10177,12/04/1987,0.025000,1987
10177,12/07/1987,-0.024390,1987
10177,12/08/1987,0.000000,1987
10177,12/09/1987,0.100000,1987
10177,12/10/1987,0.000000,1987
10177,12/11/1987,-0.090909,1987
10177,12/14/1987,0.000000,1987
10177,12/15/1987,0.000000,1987
10177,12/16/1987,0.100000,1987
10177,12/17/1987,-0.090909,1987
10177,12/18/1987,0.000000,1987
10177,12/21/1987,-0.100000,1987
10177,12/22/1987,0.000000,1987
10177,12/23/1987,0.000000,1987
10177,12/24/1987,0.222222,1987
10177,12/28/1987,-0.090909,1987
10177,12/29/1987,0.000000,1987
10177,12/30/1987,-0.100000,1987
10177,12/31/1987,0.333333,1987
10177,01/04/1988,0.000000,1988
10177,01/05/1988,-0.083333,1988
10177,01/06/1988,-0.090909,1988
10177,01/07/1988,0.100000,1988
10177,01/08/1988,-0.045455,1988
10177,01/11/1988,0.000000,1988
10177,01/12/1988,0.000000,1988
10177,01/13/1988,0.000000,1988
10177,01/14/1988,0.000000,1988
10177,01/15/1988,0.000000,1988
10177,01/18/1988,0.000000,1988
10177,01/19/1988,0.000000,1988
10177,01/20/1988,0.000000,1988
10177,01/21/1988,-0.142857,1988
10177,01/22/1988,0.166667,1988
10177,01/25/1988,-0.238095,1988
10177,01/26/1988,0.000000,1988
10177,01/27/1988,0.125000,1988
10177,01/28/1988,-0.111111,1988
10177,01/29/1988,0.000000,1988
10177,02/01/1988,0.125000,1988
10177,02/02/1988,0.111111,1988
10177,02/03/1988,-0.100000,1988
10177,02/04/1988,-0.222222,1988
10177,02/05/1988,0.000000,1988
10177,02/08/1988,0.142857,1988
10177,02/09/1988,-0.125000,1988
10177,02/10/1988,-0.035714,1988
10177,02/11/1988,0.000000,1988
10177,02/12/1988,0.000000,1988
10177,02/16/1988,0.037037,1988
10177,02/17/1988,-0.071429,1988
10177,02/18/1988,0.000000,1988
10177,02/19/1988,0.000000,1988
10177,02/22/1988,0.076923,1988
10177,02/23/1988,0.000000,1988
10177,02/24/1988,-0.035714,1988
10177,02/25/1988,0.037037,1988
10177,02/26/1988,-0.071429,1988
10177,02/29/1988,0.038462,1988
10177,03/01/1988,-0.037037,1988
10177,03/02/1988,0.076923,1988
10177,03/03/1988,0.000000,1988
10177,03/04/1988,0.000000,1988
10177,03/07/1988,0.035714,1988
10177,03/08/1988,0.034483,1988
10177,03/09/1988,0.066667,1988
10177,03/10/1988,-0.062500,1988
10177,03/11/1988,-0.033333,1988
10177,03/14/1988,0.103448,1988
10177,03/15/1988,-0.125000,1988
10177,03/16/1988,0.000000,1988
10177,03/17/1988,0.071429,1988
10177,03/18/1988,-0.066667,1988
